@relation sbir

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute color {C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59}

@data
0.013634,0.020255,0.041175,0.139665,0.306980,0.387056,0.959461,0.977080,0.984953,0.988494,0.992451,1.000000,0.025523,0.072541,0.133067,0.233313,0.429912,0.726933,0.912267,0.934124,0.951352,0.961052,0.969322,1.000000,0.081640,0.158242,0.210858,0.285331,0.390836,0.505209,0.592104,0.657126,0.723106,0.785672,0.854675,1.000000,C54
0.226781,0.552589,0.708480,0.895576,0.945068,0.957018,0.958546,0.958948,0.959505,0.960034,0.962801,1.000000,0.317728,0.413464,0.449440,0.590080,0.771107,0.929199,0.976211,0.987640,0.992762,0.995697,0.997510,1.000000,0.002845,0.035774,0.088452,0.141690,0.207534,0.246325,0.342765,0.482482,0.578412,0.596817,0.677424,1.000000,C35
0.039031,0.123338,0.359822,0.558626,0.699869,0.787926,0.888983,0.944636,0.972484,0.982457,0.988013,1.000000,0.141075,0.511526,0.754385,0.871543,0.924839,0.946843,0.960750,0.967826,0.973188,0.976975,0.980200,1.000000,0.043600,0.138715,0.368367,0.641282,0.777441,0.856431,0.910134,0.939938,0.957175,0.967778,0.975626,1.000000,C53
0.088863,0.130687,0.142526,0.146796,0.154331,0.398169,0.469159,0.575953,0.687494,0.738092,0.785378,1.000000,0.043747,0.138098,0.249950,0.352615,0.459737,0.619071,0.816169,0.935618,0.954546,0.965065,0.972736,1.000000,0.045398,0.117945,0.220804,0.402305,0.642033,0.865937,0.914207,0.937809,0.955239,0.969374,0.979691,1.000000,C41
0.000028,0.000091,0.000532,0.004606,0.013122,0.041637,0.995779,0.999863,0.999963,0.999984,0.999986,1.000000,0.000498,0.002823,0.017536,0.077918,0.270080,0.693570,0.981751,0.993535,0.996097,0.997538,0.998241,1.000000,0.001761,0.011610,0.088262,0.235762,0.353996,0.445158,0.538302,0.599867,0.672083,0.746546,0.839563,1.000000,C51
0.362814,0.500018,0.501485,0.501511,0.501511,0.502159,0.502944,0.655927,0.898095,0.931285,0.955254,1.000000,0.149376,0.303962,0.458619,0.671684,0.811778,0.872448,0.914013,0.959661,0.994128,0.999433,0.999965,1.000000,0.063268,0.367874,0.432432,0.476623,0.517400,0.540750,0.558492,0.632842,0.750401,0.832782,0.926408,1.000000,C9
0.019423,0.107054,0.350823,0.463876,0.572916,0.754404,0.969625,0.992845,0.997063,0.997718,0.997864,1.000000,0.640983,0.832070,0.882613,0.917968,0.948802,0.961767,0.974075,0.979674,0.984401,0.988164,0.989524,1.000000,0.096022,0.165748,0.234908,0.337067,0.407731,0.537151,0.664726,0.739143,0.795426,0.899003,0.982493,1.000000,C35
0.126474,0.164942,0.226342,0.343587,0.478833,0.550314,0.870386,0.947071,0.963078,0.967847,0.972542,1.000000,0.142124,0.341776,0.550957,0.803497,0.931411,0.972287,0.985517,0.990042,0.993039,0.994905,0.996210,1.000000,0.020035,0.117320,0.258204,0.416729,0.535787,0.603337,0.671991,0.709908,0.732948,0.741919,0.760335,1.000000,C35
0.003390,0.005826,0.009385,0.017395,0.026880,0.058996,0.975067,0.988717,0.995341,0.997060,0.997758,1.000000,0.016256,0.037191,0.059106,0.110937,0.272310,0.631038,0.874595,0.988617,0.995307,0.996994,0.997769,1.000000,0.007826,0.023268,0.075858,0.192546,0.311917,0.417057,0.514899,0.599746,0.637080,0.678930,0.746829,1.000000,C11
0.017870,0.257794,0.404871,0.488400,0.649177,0.893875,0.965967,0.980758,0.989845,0.995839,0.997843,1.000000,0.046793,0.091560,0.168368,0.307591,0.463635,0.576520,0.667887,0.728591,0.789293,0.838213,0.883313,1.000000,0.239074,0.457410,0.699638,0.871935,0.936284,0.956314,0.964462,0.968406,0.971298,0.973841,0.977068,1.000000,C35
0.201774,0.420633,0.744837,0.879224,0.890014,0.893793,0.898974,0.910814,0.942321,0.960004,0.973553,1.000000,0.113591,0.232485,0.350880,0.461720,0.539131,0.612757,0.685498,0.769223,0.835009,0.897951,0.964207,1.000000,0.012440,0.041409,0.088289,0.154724,0.250994,0.462455,0.682991,0.817916,0.932078,0.989151,0.999598,1.000000,C35
0.000000,0.000015,0.000020,0.000020,0.000052,0.000238,0.628905,0.999989,1.000000,1.000000,1.000000,1.000000,0.000000,0.003018,0.146597,0.712986,0.926673,0.953766,0.983465,0.995047,0.998443,0.999070,0.999325,1.000000,0.000929,0.024276,0.055337,0.143770,0.369289,0.586679,0.680867,0.748664,0.827638,0.922411,0.977001,1.000000,C35
0.138972,0.160976,0.174634,0.184237,0.199976,0.222445,0.755023,0.850964,0.891933,0.910425,0.931568,1.000000,0.060355,0.173849,0.270232,0.345925,0.415755,0.475274,0.531284,0.620966,0.841621,0.972880,0.979681,1.000000,0.046480,0.117388,0.236567,0.348529,0.432802,0.494409,0.541695,0.567195,0.580850,0.589989,0.602775,1.000000,C41
0.017741,0.022589,0.026806,0.041598,0.172464,0.235391,0.840842,0.947945,0.967138,0.978841,0.984712,1.000000,0.049002,0.113173,0.234693,0.392597,0.463703,0.546335,0.651764,0.874855,0.973943,0.985394,0.990449,1.000000,0.011020,0.109670,0.257642,0.376055,0.433361,0.453879,0.492000,0.570622,0.614940,0.623094,0.627380,1.000000,C35
0.156339,0.349313,0.588897,0.725941,0.788952,0.818586,0.941806,0.962797,0.972290,0.976647,0.981174,1.000000,0.044863,0.160816,0.351720,0.577598,0.746220,0.847747,0.918485,0.947843,0.963222,0.971881,0.977741,1.000000,0.076567,0.222007,0.359678,0.539238,0.707296,0.831031,0.905656,0.944229,0.961183,0.970274,0.977305,1.000000,C35
0.306849,0.308376,0.308526,0.308526,0.308526,0.308526,0.308531,0.308560,0.314127,0.645935,0.744808,1.000000,0.401410,0.501627,0.717303,0.942932,0.994252,0.999748,0.999984,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.017103,0.162231,0.317533,0.416359,0.474103,0.510057,0.539879,0.572313,0.643043,0.863118,1.000000,C35
0.006388,0.026389,0.083301,0.331110,0.455504,0.520171,0.988473,0.996288,0.997517,0.998007,0.998551,1.000000,0.005325,0.032719,0.196843,0.385686,0.485678,0.594222,0.732843,0.934261,0.977090,0.983310,0.987019,1.000000,0.098563,0.170650,0.231864,0.394920,0.572651,0.586348,0.605271,0.638773,0.697543,0.761474,0.871659,1.000000,C50
0.121189,0.154701,0.182550,0.215912,0.257957,0.419915,0.485706,0.641474,0.693276,0.759757,0.888075,1.000000,0.301668,0.456787,0.666370,0.843773,0.944090,0.974203,0.985985,0.990383,0.993084,0.994656,0.995887,1.000000,0.025355,0.101172,0.206708,0.316321,0.440342,0.537638,0.626897,0.676925,0.701247,0.716422,0.730906,1.000000,C24
0.104387,0.131346,0.157176,0.196263,0.254629,0.383440,0.487357,0.750766,0.845442,0.894833,0.929531,1.000000,0.226463,0.430282,0.675952,0.802584,0.888980,0.932521,0.961104,0.974988,0.983043,0.987696,0.991011,1.000000,0.026302,0.159013,0.307156,0.439959,0.562665,0.641901,0.684119,0.737129,0.802112,0.813271,0.823714,1.000000,C39
0.134503,0.264440,0.446095,0.654412,0.805839,0.854786,0.884193,0.917530,0.935720,0.948402,0.968980,1.000000,0.076601,0.181938,0.319809,0.517623,0.709057,0.816544,0.881902,0.914947,0.937481,0.951617,0.961341,1.000000,0.077052,0.242890,0.422196,0.570006,0.735809,0.805605,0.855951,0.896465,0.933935,0.960068,0.978589,1.000000,C20
0.065657,0.128592,0.217946,0.338750,0.554907,0.709566,0.784257,0.808080,0.825039,0.854093,0.912438,1.000000,0.048359,0.148106,0.333330,0.543774,0.707511,0.796438,0.860460,0.897531,0.924860,0.941620,0.952569,1.000000,0.152911,0.361221,0.515048,0.629902,0.719122,0.778966,0.825551,0.864284,0.897158,0.922411,0.944347,1.000000,C43
0.138363,0.220091,0.235258,0.240675,0.249648,0.489709,0.545430,0.604938,0.724069,0.777084,0.829462,1.000000,0.046456,0.145891,0.258881,0.360806,0.474581,0.625876,0.842558,0.924689,0.943830,0.955441,0.964598,1.000000,0.053358,0.126110,0.228423,0.424080,0.662556,0.870275,0.918338,0.941922,0.957270,0.967138,0.976101,1.000000,C41
0.118339,0.147990,0.213235,0.362838,0.582627,0.643355,0.773153,0.909632,0.922891,0.933655,0.951827,1.000000,0.048225,0.195974,0.443869,0.631692,0.709755,0.749196,0.784672,0.838306,0.936602,0.946966,0.955210,1.000000,0.135878,0.232129,0.319601,0.402922,0.505871,0.635621,0.728030,0.811951,0.870774,0.953803,0.992866,1.000000,C57
0.083839,0.132836,0.194056,0.238756,0.299170,0.415566,0.606615,0.765859,0.878251,0.936854,0.965634,1.000000,0.314303,0.624561,0.785622,0.882246,0.940510,0.962598,0.979179,0.985948,0.990134,0.992491,0.994470,1.000000,0.042430,0.191599,0.328884,0.438001,0.524279,0.602990,0.682702,0.741383,0.779746,0.801235,0.812909,1.000000,C18
0.241869,0.310405,0.369695,0.414714,0.455068,0.503296,0.750795,0.885261,0.936935,0.952341,0.965319,1.000000,0.100208,0.270851,0.431720,0.607271,0.715443,0.784609,0.870527,0.917971,0.966143,0.972846,0.977922,1.000000,0.139251,0.346432,0.423191,0.477954,0.572042,0.713905,0.822318,0.859455,0.876301,0.894442,0.923380,1.000000,C18
0.156628,0.369257,0.404841,0.419619,0.442021,0.523221,0.994514,0.998703,0.999333,0.999443,0.999521,1.000000,0.239186,0.508374,0.645797,0.759165,0.857309,0.911089,0.923100,0.928415,0.949302,0.980913,0.994552,1.000000,0.000203,0.000584,0.016497,0.263081,0.429087,0.518852,0.614008,0.698430,0.752916,0.821464,0.920921,1.000000,C12
0.269289,0.393440,0.580833,0.737091,0.789866,0.986951,0.995709,0.997482,0.998034,0.998166,0.998242,1.000000,0.460690,0.527432,0.631942,0.762619,0.894528,0.964098,0.990478,0.997103,0.999003,0.999641,0.999829,1.000000,0.029223,0.116706,0.205780,0.296857,0.372901,0.435368,0.478759,0.508377,0.605229,0.701456,0.980725,1.000000,C4
0.087988,0.342226,0.471380,0.482822,0.501764,0.532906,0.982431,0.997080,0.997871,0.998258,0.998629,1.000000,0.071578,0.219820,0.314723,0.419404,0.515087,0.693766,0.890576,0.959860,0.974368,0.983779,0.989495,1.000000,0.004472,0.023199,0.061051,0.121549,0.198066,0.294124,0.422972,0.635732,0.957851,0.991474,0.995869,1.000000,C18
0.159253,0.231933,0.243916,0.253211,0.267412,0.358350,0.895301,0.973482,0.991834,0.993392,0.994163,1.000000,0.231981,0.315897,0.384676,0.458491,0.541160,0.615013,0.709348,0.798342,0.906618,0.948499,0.970685,1.000000,0.214533,0.302731,0.316566,0.344581,0.385838,0.442960,0.511652,0.567309,0.633959,0.703509,0.766540,1.000000,C35
0.039517,0.054119,0.067628,0.082656,0.103300,0.261214,0.448562,0.864895,0.931190,0.955532,0.972888,1.000000,0.291031,0.476901,0.808229,0.936255,0.968177,0.979324,0.987097,0.991609,0.994664,0.996378,0.997582,1.000000,0.013909,0.117905,0.264001,0.378611,0.545949,0.687961,0.735804,0.751892,0.766342,0.774657,0.780832,1.000000,C33
0.108706,0.522137,0.653630,0.714012,0.767143,0.818916,0.914225,0.968307,0.983215,0.987714,0.990547,1.000000,0.253484,0.472577,0.642125,0.760681,0.855354,0.906171,0.945665,0.967231,0.981366,0.988942,0.992945,1.000000,0.031163,0.128016,0.215548,0.311365,0.429255,0.549379,0.641174,0.720357,0.798502,0.860944,0.922401,1.000000,C35
0.013581,0.018822,0.028961,0.046863,0.068630,0.265757,0.560027,0.955979,0.985990,0.992283,0.994682,1.000000,0.322709,0.451803,0.677141,0.801818,0.895006,0.972518,0.986948,0.991347,0.993727,0.995113,0.996212,1.000000,0.011802,0.058647,0.144059,0.247900,0.387831,0.517594,0.595637,0.637054,0.656383,0.669569,0.682600,1.000000,C18
0.065552,0.104555,0.169810,0.189851,0.203855,0.221791,0.527347,0.801086,0.866927,0.911257,0.952058,1.000000,0.089915,0.287561,0.439400,0.571567,0.711404,0.848421,0.965419,0.977248,0.982867,0.986042,0.988528,1.000000,0.038543,0.131172,0.304773,0.477216,0.558628,0.623076,0.698546,0.753438,0.811040,0.897381,0.986336,1.000000,C35
0.042572,0.080632,0.149924,0.203724,0.294789,0.394982,0.583257,0.776119,0.899840,0.949630,0.973424,1.000000,0.252207,0.531609,0.734247,0.872664,0.943355,0.964587,0.976479,0.982037,0.985754,0.988268,0.990181,1.000000,0.032667,0.160346,0.318378,0.450129,0.532244,0.603814,0.669343,0.717020,0.750083,0.773565,0.797359,1.000000,C18
0.069848,0.125477,0.244315,0.369632,0.503766,0.570105,0.651071,0.684476,0.704680,0.762783,0.949675,1.000000,0.035512,0.130994,0.263967,0.418600,0.570200,0.680056,0.775407,0.840094,0.888896,0.920923,0.941788,1.000000,0.117462,0.397631,0.579189,0.708236,0.813442,0.866992,0.902675,0.929668,0.951934,0.968886,0.981053,1.000000,C38
0.172613,0.341393,0.487087,0.545737,0.581372,0.627490,0.849004,0.966970,0.978114,0.981413,0.984575,1.000000,0.144639,0.361567,0.444817,0.589285,0.753325,0.839739,0.894148,0.925671,0.943851,0.956958,0.967033,1.000000,0.123015,0.234061,0.322389,0.446628,0.653796,0.860452,0.916496,0.941518,0.978954,0.985961,0.990528,1.000000,C15
0.017823,0.044650,0.210719,0.410937,0.497165,0.539679,0.895673,0.978757,0.991438,0.993800,0.995286,1.000000,0.139390,0.308090,0.453168,0.607659,0.704344,0.768668,0.830971,0.943788,0.968912,0.974799,0.979061,1.000000,0.048500,0.137568,0.252238,0.448459,0.654654,0.750314,0.794705,0.839183,0.928713,0.995026,0.996753,1.000000,C18
0.120543,0.168944,0.256821,0.412362,0.543648,0.679419,0.814132,0.882115,0.914212,0.933274,0.948759,1.000000,0.188814,0.371840,0.609785,0.806198,0.909929,0.947103,0.965836,0.974292,0.979838,0.983455,0.986363,1.000000,0.034415,0.191756,0.384744,0.502598,0.587466,0.649686,0.701357,0.740858,0.773211,0.799584,0.825147,1.000000,C39
0.130301,0.211246,0.333178,0.490528,0.672083,0.722799,0.761839,0.781824,0.804699,0.834847,0.902069,1.000000,0.065917,0.222542,0.385177,0.531756,0.667742,0.742073,0.801899,0.842238,0.875068,0.897497,0.916267,1.000000,0.180230,0.334262,0.432453,0.553697,0.713553,0.804741,0.872664,0.914050,0.944919,0.964033,0.976476,1.000000,C38
0.018988,0.048902,0.124742,0.182686,0.292545,0.558329,0.818785,0.927917,0.975970,0.989352,0.994147,1.000000,0.191770,0.379857,0.600298,0.788740,0.901213,0.943095,0.967238,0.978287,0.985147,0.989467,0.992370,1.000000,0.030223,0.133957,0.274586,0.486339,0.664525,0.731799,0.763870,0.784921,0.802408,0.817132,0.832748,1.000000,C22
0.191287,0.289194,0.375461,0.508621,0.574389,0.588301,0.894828,0.952331,0.961188,0.967301,0.973256,1.000000,0.039425,0.090618,0.177169,0.314413,0.460611,0.545180,0.604332,0.648331,0.832708,0.971839,0.978366,1.000000,0.057789,0.181432,0.308201,0.399491,0.462697,0.503317,0.535932,0.595965,0.745068,0.875501,0.958889,1.000000,C35
0.101794,0.188851,0.302469,0.402565,0.490176,0.561904,0.790094,0.897069,0.929476,0.947040,0.963201,1.000000,0.091574,0.274287,0.493968,0.647901,0.747903,0.813922,0.875223,0.909173,0.930421,0.943993,0.954063,1.000000,0.112097,0.320210,0.475794,0.577241,0.652071,0.713102,0.770552,0.822677,0.868412,0.901630,0.926671,1.000000,C56
0.003823,0.007734,0.021192,0.091626,0.238328,0.367989,0.906333,0.989599,0.994525,0.996005,0.997320,1.000000,0.014209,0.083606,0.192909,0.317134,0.427162,0.561757,0.792666,0.930988,0.968225,0.978919,0.984368,1.000000,0.045020,0.280969,0.423926,0.573326,0.646339,0.687376,0.734793,0.768484,0.794309,0.812334,0.830215,1.000000,C15
0.027893,0.082758,0.191914,0.290278,0.597413,0.839616,0.949769,0.967099,0.981108,0.987013,0.990286,1.000000,0.025728,0.111339,0.278384,0.520413,0.750577,0.871882,0.933353,0.954871,0.967857,0.975550,0.981339,1.000000,0.231014,0.670847,0.914081,0.982565,0.994562,0.997265,0.998304,0.998871,0.999233,0.999454,0.999603,1.000000,C22
0.079023,0.122110,0.134957,0.140403,0.150014,0.409341,0.501989,0.640841,0.759529,0.807579,0.845993,1.000000,0.047663,0.154937,0.278704,0.386881,0.483636,0.614738,0.811148,0.930285,0.950449,0.962233,0.970831,1.000000,0.046566,0.126228,0.242761,0.438812,0.735234,0.872792,0.911328,0.935749,0.954950,0.969364,0.978961,1.000000,C41
0.094484,0.410054,0.536193,0.596934,0.657384,0.736635,0.832158,0.943133,0.962178,0.972318,0.979431,1.000000,0.233067,0.440066,0.628267,0.843264,0.910822,0.942339,0.962443,0.976745,0.987442,0.992441,0.994895,1.000000,0.007189,0.043482,0.115903,0.201800,0.306488,0.393399,0.469095,0.546656,0.745211,0.857678,0.942876,1.000000,C35
0.000745,0.001081,0.001427,0.001671,0.002249,0.005002,0.625123,0.998916,0.999556,0.999805,0.999897,1.000000,0.004666,0.008967,0.019271,0.177875,0.508718,0.796212,0.931172,0.970340,0.983323,0.990137,0.993590,1.000000,0.002676,0.020594,0.069171,0.145681,0.301393,0.410577,0.452604,0.585658,0.938318,0.988536,0.994661,1.000000,C35
0.156717,0.238738,0.252047,0.256482,0.262022,0.326289,0.365966,0.457685,0.597844,0.662354,0.728182,1.000000,0.056227,0.180552,0.312581,0.428033,0.547437,0.721818,0.857260,0.904546,0.926936,0.943426,0.956847,1.000000,0.042687,0.123412,0.250325,0.439022,0.631884,0.819827,0.892403,0.931261,0.956585,0.971077,0.981486,1.000000,C41
0.021258,0.030562,0.047157,0.066602,0.092967,0.260327,0.519137,0.933786,0.974080,0.985315,0.990488,1.000000,0.239047,0.373755,0.671999,0.834548,0.905475,0.962275,0.979082,0.986775,0.991310,0.993472,0.994968,1.000000,0.010419,0.078247,0.186437,0.298088,0.468878,0.680741,0.739953,0.764177,0.779216,0.788903,0.797052,1.000000,C19
0.043627,0.080895,0.137371,0.189108,0.237995,0.280368,0.582320,0.858783,0.934880,0.958934,0.973067,1.000000,0.195118,0.408089,0.640820,0.780570,0.847138,0.881136,0.922834,0.980360,0.988664,0.991378,0.993223,1.000000,0.045658,0.188295,0.327370,0.451824,0.612675,0.753973,0.821898,0.878868,0.924973,0.977119,0.996695,1.000000,C35
0.058592,0.103300,0.174681,0.200958,0.221406,0.291377,0.779974,0.887416,0.956013,0.970390,0.973707,1.000000,0.433578,0.629220,0.843965,0.980255,0.996811,0.998881,0.999606,0.999779,0.999855,0.999889,0.999905,1.000000,0.000643,0.015371,0.086613,0.241798,0.557474,0.600904,0.606434,0.612987,0.616239,0.619247,0.632881,1.000000,C35
0.000110,0.000110,0.000131,0.000215,0.000238,0.001115,0.877138,0.999976,1.000000,1.000000,1.000000,1.000000,0.005773,0.013904,0.023809,0.045432,0.091996,0.256582,0.498036,0.754986,0.972510,0.992409,0.997994,1.000000,0.000000,0.000036,0.003648,0.035000,0.117774,0.270337,0.409525,0.523001,0.623895,0.759306,0.918747,1.000000,C35
0.001863,0.007597,0.057841,0.162493,0.317972,0.772746,0.992213,0.998976,0.999511,0.999740,0.999818,1.000000,0.070985,0.136106,0.277318,0.412026,0.531835,0.657693,0.810526,0.916740,0.954165,0.970618,0.979649,1.000000,0.021195,0.118231,0.277221,0.520951,0.617538,0.670170,0.713175,0.752372,0.790359,0.824341,0.857932,1.000000,C22
0.092524,0.604008,0.811342,0.847023,0.868835,0.889737,0.913536,0.945470,0.964426,0.970804,0.976336,1.000000,0.289527,0.535675,0.693542,0.797958,0.873921,0.915893,0.943702,0.958633,0.970845,0.978050,0.983929,1.000000,0.069440,0.101468,0.132418,0.183041,0.289794,0.418215,0.538683,0.660545,0.782201,0.901143,0.986101,1.000000,C48
0.021813,0.159335,0.333483,0.407223,0.468046,0.576718,0.959059,0.992291,0.995911,0.996526,0.996842,1.000000,0.538707,0.843056,0.909886,0.961236,0.982887,0.990758,0.995345,0.997272,0.998268,0.998929,0.999414,1.000000,0.019205,0.080963,0.143268,0.196643,0.372216,0.446598,0.512994,0.792174,0.945703,0.983339,0.995748,1.000000,C7
0.525801,0.563621,0.591812,0.606170,0.612125,0.633271,0.990448,0.996598,0.997715,0.997873,0.998007,1.000000,0.337375,0.622112,0.665849,0.677802,0.724248,0.930197,0.999986,0.999997,0.999997,0.999997,0.999997,1.000000,0.000031,0.036299,0.128897,0.426924,0.479563,0.486559,0.490764,0.494869,0.501862,0.514913,0.569096,1.000000,C1
0.049684,0.055426,0.061216,0.078464,0.124196,0.165065,0.824318,0.952635,0.969899,0.977531,0.984221,1.000000,0.028633,0.098752,0.185927,0.299259,0.394221,0.438830,0.523961,0.782916,0.991530,0.994425,0.995918,1.000000,0.032415,0.079454,0.132004,0.221631,0.301592,0.349518,0.477618,0.739753,0.900281,0.990879,0.996084,1.000000,C35
0.020725,0.065271,0.171159,0.248637,0.460516,0.707498,0.917044,0.951514,0.971358,0.979888,0.987662,1.000000,0.050826,0.135364,0.304720,0.539506,0.770875,0.895334,0.944391,0.964377,0.975739,0.981641,0.985441,1.000000,0.033457,0.253537,0.534042,0.746341,0.823276,0.857439,0.880325,0.898221,0.913530,0.926007,0.938027,1.000000,C22
0.018378,0.320335,0.373798,0.384817,0.395156,0.439407,0.940198,0.991979,0.995940,0.996816,0.997337,1.000000,0.287011,0.672073,0.713072,0.749459,0.784723,0.817926,0.853668,0.885761,0.914899,0.938834,0.956689,1.000000,0.006689,0.047320,0.112900,0.182542,0.252382,0.370312,0.468457,0.666676,0.974365,0.998642,0.999648,1.000000,C35
0.018458,0.032021,0.059009,0.083868,0.129718,0.252603,0.683135,0.901449,0.932702,0.939565,0.943583,1.000000,0.161378,0.361489,0.607400,0.781701,0.857583,0.884689,0.910228,0.958278,0.972453,0.977135,0.980599,1.000000,0.080055,0.270337,0.363142,0.423424,0.509831,0.583215,0.629587,0.661811,0.683865,0.703806,0.733507,1.000000,C35
0.086031,0.209553,0.453365,0.626149,0.675836,0.723274,0.877362,0.958409,0.974030,0.977098,0.980725,1.000000,0.199766,0.381802,0.509429,0.651397,0.761673,0.820465,0.867887,0.895581,0.918411,0.935720,0.952619,1.000000,0.189570,0.302889,0.373834,0.609604,0.756881,0.827118,0.932104,0.980749,0.989019,0.993380,0.997239,1.000000,C15
0.000719,0.000915,0.001377,0.002049,0.003598,0.038929,0.922348,0.998790,0.999729,0.999855,0.999895,1.000000,0.013468,0.053156,0.120501,0.230337,0.462275,0.724376,0.884988,0.968589,0.982444,0.988937,0.993024,1.000000,0.000262,0.009156,0.125118,0.325129,0.375459,0.441961,0.511986,0.572541,0.616780,0.631739,0.694843,1.000000,C35
0.044732,0.063959,0.083181,0.091721,0.103066,0.552264,0.672831,0.794957,0.885298,0.924199,0.951787,1.000000,0.037672,0.120884,0.231342,0.333002,0.414252,0.475673,0.575871,0.899961,0.937447,0.953842,0.966254,1.000000,0.087451,0.190583,0.320751,0.490289,0.791871,0.893358,0.918372,0.937864,0.954260,0.965689,0.974038,1.000000,C35
0.456873,0.477684,0.492561,0.504052,0.508532,0.589341,0.925767,0.973260,0.981260,0.983560,0.985051,1.000000,0.487652,0.725539,0.803721,0.846523,0.891120,0.977971,0.999733,0.999891,0.999947,0.999973,0.999986,1.000000,0.001623,0.107451,0.188489,0.251941,0.345419,0.471774,0.525329,0.572553,0.604805,0.637848,0.675786,1.000000,C2
0.019061,0.038540,0.093238,0.223799,0.554923,0.817693,0.942056,0.969421,0.980352,0.988617,0.993963,1.000000,0.093261,0.145111,0.234620,0.360266,0.505062,0.629175,0.748270,0.823557,0.873826,0.901767,0.922233,1.000000,0.210797,0.452236,0.601744,0.697872,0.760681,0.798506,0.825905,0.847303,0.865231,0.879233,0.891077,1.000000,C22
0.052299,0.345153,0.512812,0.596458,0.696261,0.760121,0.908635,0.997807,0.998407,0.998695,0.998853,1.000000,0.112810,0.423731,0.599917,0.648643,0.677441,0.700106,0.727813,0.743077,0.753346,0.762435,0.776095,1.000000,0.025469,0.050773,0.097488,0.315818,0.519846,0.660428,0.792009,0.887168,0.929148,0.954976,0.995452,1.000000,C35
0.180726,0.309452,0.401415,0.504506,0.609581,0.636658,0.704401,0.822937,0.868328,0.898544,0.930022,1.000000,0.125215,0.279412,0.444436,0.642300,0.784218,0.852628,0.902381,0.928993,0.945124,0.953995,0.961062,1.000000,0.090172,0.201869,0.309521,0.464653,0.621677,0.730591,0.795915,0.846970,0.892321,0.927306,0.958049,1.000000,C57
0.141641,0.181673,0.220634,0.288081,0.470329,0.543327,0.572604,0.605985,0.653704,0.730667,0.841663,1.000000,0.083892,0.262610,0.540910,0.816940,0.933539,0.966033,0.980329,0.985882,0.989260,0.991514,0.993142,1.000000,0.026601,0.109431,0.243073,0.391904,0.497679,0.585577,0.707913,0.819950,0.883603,0.924865,0.962511,1.000000,C35
0.042997,0.053169,0.066016,0.079475,0.114942,0.251690,0.308439,0.424322,0.527250,0.707131,0.904032,1.000000,0.230100,0.493525,0.788987,0.940520,0.981896,0.990866,0.994850,0.996535,0.997574,0.998225,0.998703,1.000000,0.004228,0.067916,0.219154,0.383020,0.537506,0.635618,0.727471,0.794464,0.828404,0.842944,0.850668,1.000000,C26
0.027666,0.263977,0.752393,0.786506,0.793451,0.800206,0.817087,0.982518,0.998331,0.998998,0.999165,1.000000,0.134796,0.279609,0.353449,0.474156,0.631306,0.767458,0.876772,0.940778,0.973289,0.987228,0.993230,1.000000,0.008107,0.096603,0.193379,0.277153,0.355603,0.430236,0.514872,0.609280,0.706621,0.814918,0.942545,1.000000,C22
0.175320,0.444597,0.580691,0.669352,0.780067,0.939420,0.980911,0.983851,0.992528,0.993626,0.994763,1.000000,0.063321,0.350545,0.568669,0.708747,0.798423,0.851763,0.890019,0.918551,0.967041,0.995455,0.999025,1.000000,0.000015,0.054227,0.221674,0.346623,0.472208,0.587320,0.681396,0.778241,0.881960,0.960024,0.986361,1.000000,C35
0.073814,0.125703,0.258781,0.480163,0.725521,0.818864,0.878915,0.903743,0.914703,0.920760,0.928004,1.000000,0.042020,0.117472,0.246790,0.410412,0.563822,0.660359,0.734804,0.780683,0.818801,0.846723,0.875666,1.000000,0.201018,0.422437,0.562646,0.665270,0.737722,0.792579,0.843028,0.886497,0.921947,0.946830,0.965826,1.000000,C38
0.644232,0.683206,0.696317,0.700915,0.704694,0.726245,0.974119,0.985136,0.988798,0.989813,0.990558,1.000000,0.139360,0.755702,0.890256,0.974179,0.997728,0.999847,0.999986,0.999997,0.999997,1.000000,1.000000,1.000000,0.000366,0.041985,0.152414,0.215347,0.335536,0.376096,0.416195,0.481887,0.602168,0.849851,0.998295,1.000000,C29
